ID,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
9213,1,1,0,2,8
3678,11,8,3,7,7
3698,1,4,6,8,2
5929,2,2,0,3,7
10795,2,2,0,3,7
4390,2,5,4,12,2
9362,1,9,1,7,6
1577,1,4,6,4,1
4609,3,8,1,6,6
7143,5,4,7,10,2
1729,2,3,5,10,6
10664,2,9,1,5,8
5029,1,0,0,3,5
10507,4,2,2,7,8
3865,1,3,1,2,8
6982,1,4,10,9,2
7042,1,2,1,2,9
9668,3,2,0,4,8
6878,3,4,1,6,7
4099,1,1,0,3,8
5031,1,5,9,11,2
1970,1,3,0,3,8
5726,3,3,0,4,5
5231,1,1,0,3,5
1307,3,3,0,4,4
10609,2,1,1,4,4
5782,2,9,2,9,5
7533,4,4,1,4,7
9493,1,5,4,8,3
2253,1,1,0,4,6
2326,1,1,0,4,6
1876,1,1,0,4,6
7141,4,5,1,2,10
7393,3,2,1,3,5
4713,2,2,1,4,7
5093,3,3,0,3,9
8524,3,3,0,3,9
3766,3,9,1,8,9
9725,1,1,0,2,8
8933,2,2,0,4,6
10779,1,1,0,3,7
9289,1,2,1,2,8
2613,2,1,3,6,1
10133,0,6,7,12,2
8443,3,3,1,2,8
10796,1,1,1,3,6
10241,1,1,0,2,6
3388,5,6,1,5,7
6507,2,1,1,4,3
7446,2,6,4,10,6
87,2,2,0,3,7
10477,1,3,1,2,7
6072,1,5,8,6,3
2518,1,0,1,2,7
247,6,7,2,4,9
9463,4,9,5,7,5
1459,1,5,3,5,3
9530,1,1,0,2,8
9653,2,2,0,3,8
10785,2,2,0,3,5
9392,1,1,0,2,7
3769,1,1,0,3,7
10146,1,1,0,3,7
4741,2,6,2,9,5
1880,2,2,1,3,5
6471,1,2,0,4,5
5718,1,5,11,6,3
3478,10,7,4,9,5
7848,2,5,3,3,6
7999,1,5,6,5,2
11101,1,11,6,8,4
9212,6,6,3,13,7
10983,1,6,3,13,3
3629,2,3,1,3,7
4673,3,10,3,5,5
796,3,11,4,8,8
618,1,7,2,12,4
380,5,11,4,9,8
1092,4,9,3,4,7
8962,2,2,0,3,5
8207,1,1,0,3,4
6521,1,4,6,9,1
535,1,3,10,13,1
4608,1,3,10,13,1
11086,1,1,0,3,7
1064,1,1,0,3,8
7000,1,2,10,10,1
1581,1,1,0,2,8
7384,2,7,1,7,8
10552,2,4,1,7,5
6409,1,7,5,7,6
9507,2,6,3,5,7
9560,1,7,6,8,3
10991,1,5,4,4,2
4712,1,1,1,4,4
11056,1,3,4,10,1
7414,4,3,1,4,8
3076,4,4,2,12,3
6355,3,2,0,4,3
7959,1,3,2,5,1
5512,1,7,1,8,5
10102,1,5,11,5,3
9369,1,11,10,10,5
3711,1,6,3,10,3
6931,1,8,3,4,4
9596,1,3,3,13,2
2727,1,3,3,6,3
8416,2,2,0,3,6
3967,1,2,8,13,1
2139,3,2,0,3,5
2162,2,3,3,10,3
9242,1,6,3,9,4
10595,1,2,0,3,7
4855,1,3,0,2,9
5049,1,3,0,2,9
4967,4,5,1,5,8
5255,0,27,0,0,1
9215,5,6,4,6,7
3525,1,1,0,2,7
3619,1,5,3,8,2
4415,3,1,1,3,7
3645,3,2,0,4,8
4692,5,4,1,2,9
3955,0,0,0,0,14
5313,3,2,0,4,5
7196,1,0,0,3,3
1381,5,6,1,5,8
10951,2,3,1,8,4
4322,1,4,5,10,2
7444,2,1,0,3,8
2942,2,5,4,4,5
2874,1,1,0,3,7
3667,1,8,5,11,8
3697,2,3,0,4,7
9955,2,3,0,4,7
5320,4,3,1,4,6
6422,1,5,6,5,2
3690,1,7,4,10,6
2408,12,7,4,9,7
9260,2,10,6,9,6
9648,4,5,1,4,8
4939,2,4,1,6,7
8652,2,4,1,6,7
4702,1,4,8,4,8
2587,2,2,0,3,5
2811,2,1,0,4,4
9150,2,1,0,4,4
10127,1,8,2,4,7
5493,1,1,0,2,6
2666,1,8,3,11,3
10099,3,5,3,13,4
10562,1,6,4,13,2
7881,1,6,4,13,2
6721,3,6,3,5,3
5204,1,8,8,5,3
5209,2,8,2,7,7
10128,5,5,5,12,5
9284,5,5,5,12,5
8643,1,4,5,12,3
1685,1,4,5,13,3
2877,10,7,1,8,7
8369,1,0,1,2,8
6233,3,9,5,10,7
195,4,5,1,4,8
1501,15,0,28,1,0
10846,6,7,1,8,7
8341,2,1,1,2,7
10766,1,4,4,8,2
9971,1,4,4,8,2
1740,2,7,3,4,4
8737,1,2,0,3,3
6466,3,2,1,4,3
10430,3,4,3,4,5
8773,3,5,1,6,7
2371,3,2,0,4,7
7786,4,3,1,4,8
4088,2,3,1,4,8
4971,2,3,1,4,8
10560,1,1,0,3,5
6892,8,10,4,6,8
11004,1,1,0,2,4
1818,1,2,0,2,9
9485,1,2,1,6,4
6646,1,1,0,3,6
4248,0,4,6,9,1
7451,0,4,6,9,1
7861,2,8,3,6,4
5232,1,4,1,5,4
3011,1,4,1,5,4
5758,1,10,4,13,6
2173,1,1,0,3,6
10711,1,3,6,12,1
8268,3,6,1,7,6
2782,3,6,1,7,6
9432,4,3,1,3,6
5872,4,4,4,10,3
11187,3,2,1,3,5
2428,3,2,0,4,7
1726,1,1,1,2,9
1802,3,3,3,12,2
1162,2,5,2,11,5
10643,2,5,2,11,5
11112,6,5,6,8,3
2114,1,7,6,12,3
4261,1,7,6,12,3
2457,2,1,0,3,7
2495,1,4,7,10,1
6983,2,2,0,3,7
3436,1,1,0,3,7
7505,1,1,1,2,4
4286,3,7,6,6,4
7224,2,1,1,2,8
6215,2,1,1,2,8
968,3,4,1,4,7
4096,3,4,1,4,7
3153,1,1,0,2,8
6504,3,2,1,3,5
5329,1,0,0,3,5
1175,1,3,5,3,6
1377,2,4,1,5,7
4607,1,4,5,7,2
4944,1,4,5,7,2
9483,7,4,6,8,3
1378,6,7,4,6,6
5991,3,5,1,4,7
2807,3,8,9,7,7
1052,3,8,9,7,7
9760,6,10,5,10,8
7101,6,10,5,10,8
9909,3,3,1,3,9
5907,1,1,0,2,8
793,1,2,0,3,9
8832,2,3,0,4,7
2535,1,6,5,8,9
1523,2,2,0,4,5
1839,1,3,0,4,7
9972,1,1,0,3,7
2945,1,1,0,3,7
9291,1,0,0,3,5
2829,2,9,3,8,6
8594,2,3,1,3,6
1592,0,4,6,5,1
4310,1,5,10,5,1
6950,2,2,0,3,7
8492,1,8,4,10,6
5684,2,2,0,3,7
5909,5,3,4,8,8
9855,1,6,6,13,4
975,5,4,1,5,6
8754,1,1,0,2,7
1456,7,10,2,12,7
2849,7,10,2,12,7
9984,5,8,5,4,8
5527,2,2,0,3,8
5628,1,10,3,10,6
7627,0,5,11,5,2
1351,4,7,8,13,6
10629,3,3,0,3,8
10395,3,3,1,3,8
6961,1,1,0,2,8
10196,2,8,2,8,4
6182,2,2,0,4,6
10432,1,1,0,3,8
1542,6,4,2,8,5
4220,1,2,1,3,3
4141,1,8,2,10,4
1940,1,1,0,2,8
1506,4,2,1,4,6
6347,1,1,0,3,8
1361,1,3,4,8,1
9422,2,2,1,4,3
1081,11,6,3,5,4
7458,2,3,0,3,8
1012,4,8,2,10,7
5453,1,4,7,12,2
6818,5,5,1,5,6
7807,5,5,1,5,6
7532,3,3,0,4,8
8346,2,6,2,2,9
5564,2,7,5,6,4
3267,3,8,1,8,6
3091,1,7,5,8,4
762,1,7,5,8,4
8029,1,3,4,7,1
4376,1,2,1,3,7
10981,1,3,4,10,1
486,1,3,4,10,1
1158,1,3,0,4,7
9119,2,3,3,7,2
6694,1,8,3,13,4
10573,1,6,7,4,3
10140,1,5,7,4,3
2286,2,2,1,3,6
8420,2,2,0,4,5
10065,2,2,0,4,5
1029,1,5,1,5,5
4207,1,6,7,11,2
10277,1,1,0,3,7
4436,1,2,1,4,7
2929,1,2,1,4,7
6281,2,6,3,5,4
10390,1,1,0,3,6
2574,3,6,4,8,5
709,3,2,2,11,8
5955,1,4,3,8,3
8486,4,9,0,4,10
10343,2,3,6,8,3
6652,1,3,4,9,1
8746,2,2,5,10,6
4686,0,6,5,13,2
3551,2,2,1,5,2
4338,1,1,0,3,4
4444,1,2,0,3,8
498,2,1,0,4,5
8230,1,2,0,3,7
2826,2,2,0,3,7
6222,2,2,0,3,7
7352,4,3,4,6,3
10928,2,7,1,7,5
10736,2,6,9,5,2
10163,1,8,4,7,4
6168,2,1,1,2,4
4656,5,10,5,4,9
626,1,1,0,3,4
3870,1,7,3,13,4
6299,6,6,8,4,7
7798,4,7,1,5,7
9973,3,7,1,8,7
4299,7,11,11,5,7
10971,4,7,2,3,9
9931,15,0,0,0,19
6679,1,0,0,3,3
5961,1,1,0,3,5
6255,1,4,1,7,2
8614,1,4,2,10,2
7828,1,3,3,5,1
1277,1,10,7,10,4
3595,2,6,8,12,3
5735,1,3,4,10,1
5350,1,3,4,10,1
4137,1,7,4,4,4
6357,3,7,1,7,5
9316,1,1,0,3,6
3578,2,3,1,6,6
153,1,1,0,3,4
10524,4,2,11,5,2
1518,5,9,3,7,7
2036,3,4,2,8,4
9495,1,2,8,6,1
2631,1,2,8,6,1
6312,4,10,3,13,7
615,1,5,1,4,7
4406,4,9,4,8,5
10061,2,9,2,12,7
10619,1,7,3,7,3
4945,2,10,4,12,6
1777,1,2,0,3,8
4023,3,3,2,2,8
7922,2,11,2,10,7
10699,2,3,0,3,8
7516,1,2,0,3,6
3129,1,2,0,3,6
5121,2,7,6,5,5
2186,1,5,10,6,2
10548,1,3,8,12,1
6384,3,5,2,11,8
2625,2,3,2,7,3
1676,4,4,2,5,5
5534,2,3,2,3,7
6859,2,4,0,3,9
271,5,3,4,3,6
7699,5,3,4,3,6
7832,1,8,7,7,4
938,2,2,1,2,8
7873,4,4,1,7,5
9967,8,6,1,7,8
1087,3,4,1,2,9
8314,1,5,6,7,2
3762,1,3,5,8,1
10383,1,5,5,10,3
6798,9,5,1,8,7
4168,9,5,1,8,7
6690,4,3,1,3,7
10602,2,3,0,4,8
3220,2,3,0,4,8
5424,2,3,0,4,8
7488,3,5,3,13,3
5289,2,1,1,2,4
347,4,7,1,5,9
5236,1,10,2,8,5
9478,2,4,3,6,3
477,1,4,7,10,1
7411,2,1,0,3,6
3107,1,4,1,7,2
7437,1,1,0,4,3
255,2,1,0,3,6
3790,1,1,0,2,6
749,2,3,1,3,6
1503,0,0,0,1,1
8650,1,1,0,3,4
607,6,8,1,7,8
1008,1,7,3,13,6
9396,1,1,0,2,9
933,1,1,0,2,9
5710,2,2,1,4,5
2882,2,3,2,9,8
2379,2,3,4,5,7
5342,2,1,0,3,8
3262,1,2,9,13,5
5832,0,3,5,13,0
5025,1,2,1,4,3
569,1,5,6,7,2
3102,1,1,0,3,8
9449,1,5,2,11,3
8104,1,5,1,5,7
75,1,8,1,5,8
6421,1,4,7,9,1
3037,2,5,2,7,5
4698,2,5,2,7,5
948,3,1,2,2,5
6177,2,4,0,4,8
3517,3,3,1,3,9
3491,4,11,6,8,7
7610,5,6,3,5,8
4377,2,7,3,3,7
9850,1,0,0,3,7
5544,2,7,8,5,5
6497,4,6,2,5,8
4543,1,2,7,9,4
5117,2,4,4,8,5
1448,3,2,0,4,4
6887,2,8,1,8,6
7500,2,8,1,8,6
2724,1,0,1,2,3
2256,2,1,0,3,6
1100,4,3,1,3,5
7725,1,4,4,7,1
2612,1,7,5,12,3
113,2,1,0,3,5
2868,3,2,0,3,8
4216,1,7,9,9,3
199,1,4,1,7,7
359,3,8,2,6,7
8842,3,2,0,3,7
2154,3,2,0,3,7
6050,4,6,3,13,9
9204,4,4,3,6,3
4472,1,1,1,3,2
6864,2,3,0,3,5
10617,2,3,0,3,5
3924,5,8,3,12,5
5654,2,2,0,3,6
9216,2,2,0,3,6
8086,2,2,0,3,7
9097,4,3,1,8,4
7631,1,5,7,10,3
7275,3,2,1,4,6
8334,3,2,1,4,6
1987,2,2,0,3,6
2281,1,1,0,2,7
7034,2,2,0,3,8
2797,1,9,7,9,5
3934,2,7,1,8,5
2493,2,7,1,8,5
3759,2,7,6,11,5
965,4,7,3,7,6
7378,5,10,1,6,9
1859,1,7,6,5,5
6263,3,2,0,4,8
2072,6,4,2,9,9
8908,1,3,11,5,1
738,4,3,1,4,7
10129,1,3,5,12,1
807,6,6,1,4,8
3334,0,5,7,9,1
5423,1,1,0,2,7
4426,6,7,2,6,7
10489,1,6,7,9,2
2570,4,10,4,7,8
3834,2,8,2,11,5
590,1,5,6,4,3
4791,1,1,0,3,8
5304,2,1,0,3,6
2426,1,5,10,13,3
35,3,2,2,3,6
8041,6,3,2,10,9
3584,2,5,10,5,8
7718,1,1,3,5,1
8605,2,2,0,3,6
1646,2,1,1,3,3
9206,2,5,7,12,1
10757,1,1,0,2,6
6885,1,2,0,3,7
907,5,5,1,7,5
1150,1,4,6,4,1
3867,1,9,3,13,4
3859,1,9,3,13,4
3265,1,1,0,3,6
4418,1,7,5,12,2
4611,0,9,8,13,3
4530,3,3,7,10,3
7736,2,2,1,2,5
9949,3,3,3,6,8
942,3,7,1,3,9
6181,1,8,7,11,6
7660,2,1,1,2,5
2055,2,1,1,2,5
5107,2,1,1,2,5
1626,2,1,1,2,5
6428,1,1,8,7,0
9617,1,1,0,3,3
4339,5,5,6,12,2
7235,3,2,0,4,5
8527,5,6,2,6,7
1968,1,1,0,2,7
9862,2,2,0,3,6
11075,4,3,3,5,4
6658,7,11,2,12,6
4552,1,3,5,3,4
10377,3,6,1,5,6
5336,0,1,0,1,1
10350,1,1,0,3,4
11071,1,3,6,6,1
11100,2,2,0,3,7
6516,1,1,0,2,7
1734,4,3,0,4,7
2131,4,9,4,6,6
6439,7,11,5,8,7
10591,2,4,1,4,7
9797,2,3,3,8,2
9336,3,6,2,10,4
2174,2,1,1,2,5
3197,2,6,4,8,4
9185,3,4,6,5,3
905,4,4,0,3,8
10858,4,9,5,7,5
8925,3,8,5,10,5
2499,1,5,2,10,4
1109,1,1,0,2,7
326,4,5,1,6,6
10967,3,2,0,4,7
5370,4,7,1,6,8
2098,1,1,0,2,8
1773,1,2,0,3,9
5036,2,4,5,3,6
4856,1,7,7,10,3
8722,1,7,7,10,3
2156,4,2,0,4,5
2569,1,1,0,3,8
10151,1,4,5,12,3
10473,1,6,4,9,7
7079,5,9,6,12,6
6875,2,7,3,5,8
6728,2,1,0,3,9
2471,1,3,2,6,2
49,1,1,1,2,7
4973,1,1,1,2,7
6387,3,2,1,3,5
5866,3,4,1,4,7
8523,3,4,0,3,8
7901,1,0,0,3,4
898,3,3,0,4,8
10242,2,2,0,4,5
5835,3,2,0,4,8
6919,3,2,1,3,6
6197,3,3,0,3,9
10475,2,4,2,6,5
4201,5,4,2,8,5
5092,4,7,1,7,8
6566,9,5,2,12,8
6613,6,8,4,8,8
9094,2,7,4,3,6
9847,2,7,4,3,6
10767,1,3,5,12,1
7943,1,1,1,3,2
1055,1,1,0,3,4
1458,3,3,0,3,6
8402,2,7,5,8,4
6246,1,3,11,8,1
4654,1,3,10,5,2
6103,1,2,1,3,4
8147,3,2,0,3,8
10207,1,1,0,2,8
4838,1,1,0,2,8
10219,1,1,0,3,8
2176,2,5,3,6,6
9121,2,5,3,6,6
5802,1,2,0,4,6
10790,1,1,0,2,8
178,4,8,3,11,5
2308,2,6,1,5,7
7431,1,7,4,5,9
9405,3,3,1,4,7
10525,1,1,0,2,9
7503,0,5,8,9,4
8783,3,4,2,9,3
1403,2,1,0,3,7
4643,2,3,0,4,8
3463,4,7,3,13,5
4055,2,3,0,3,6
7010,1,6,6,7,3
4767,1,6,6,7,3
1927,4,4,4,5,2
437,1,3,8,11,1
4331,1,3,6,11,1
4084,2,6,4,11,4
8135,1,1,0,3,7
9750,5,10,3,5,7
6682,1,1,0,3,8
10581,7,7,3,4,8
3710,2,2,1,2,7
5207,10,9,4,6,8
9360,1,4,2,5,8
4679,3,7,6,12,4
1340,1,6,7,13,1
10839,2,1,0,3,4
5303,1,6,4,9,2
9829,3,2,0,4,6
10469,1,6,2,9,2
3602,2,3,2,4,4
4756,1,7,6,11,4
8181,3,4,1,3,8
6958,1,1,1,2,6
10856,1,1,0,3,6
3321,3,7,3,7,5
5394,4,1,1,4,3
433,5,11,1,6,8
6320,1,6,6,10,3
5376,15,0,28,0,1
1867,1,9,3,6,5
4324,5,8,1,7,8
3661,1,4,6,8,2
521,2,8,1,7,7
10403,3,3,0,3,7
7186,2,1,1,2,5
4329,2,1,0,3,7
4394,1,5,5,12,2
1717,3,5,1,4,8
1016,2,2,0,3,6
3783,2,2,1,4,5
5848,1,5,6,7,2
10727,2,7,3,13,8
5299,2,7,3,13,8
6872,2,4,2,8,4
1143,2,2,0,3,7
10381,1,1,0,2,6
11007,1,1,0,3,8
9145,2,5,9,6,2
5267,1,1,0,3,7
9738,1,3,0,3,8
10212,1,3,0,3,8
10010,4,3,2,2,9
10069,1,2,0,2,9
2694,1,1,0,3,6
10613,4,3,0,4,4
4646,1,5,7,12,2
6935,1,5,7,12,2
5596,1,9,2,9,6
1044,3,5,4,8,4
9274,1,6,7,9,2
9076,4,4,1,4,8
4947,1,7,7,9,4
10176,7,4,4,8,8
3507,2,2,5,5,6
9235,1,1,0,2,7
10341,1,2,2,5,2
2639,3,3,1,2,6
6201,2,2,0,3,7
7397,3,7,2,9,7
2181,1,3,3,7,2
1204,3,11,5,11,8
1170,4,5,1,4,8
8812,2,2,0,3,7
4690,4,8,1,8,8
1715,2,2,0,3,7
10821,6,4,1,5,7
6543,1,3,6,4,2
7119,1,2,3,6,1
3518,1,1,1,2,9
1245,4,4,3,12,8
2561,4,4,3,12,8
9624,1,3,4,6,1
10509,2,3,0,3,8
7629,2,2,0,3,7
7875,1,4,8,13,2
2815,2,4,0,3,7
2936,1,1,0,3,7
3665,3,3,0,3,8
10888,2,8,4,6,6
6637,1,3,4,7,1
5077,1,6,6,11,3
6173,1,6,6,11,3
3969,1,2,2,2,5
4580,1,9,7,9,5
663,1,1,1,3,4
8299,1,1,1,3,4
8945,2,4,1,4,6
10870,2,9,3,4,5
1184,3,10,2,10,5
6141,2,6,1,5,7
8825,8,9,2,5,8
2217,1,0,0,3,6
4102,1,0,0,3,6
4653,4,3,1,4,8
10092,4,7,10,5,5
5788,3,3,2,4,5
4669,3,3,0,4,7
6295,4,11,6,5,8
7453,6,3,8,4,4
10841,3,4,3,8,4
821,1,5,4,12,2
3933,6,10,2,6,9
1225,1,3,7,8,1
7059,1,3,7,8,1
5633,7,3,1,6,5
843,4,8,2,11,6
6211,1,1,0,3,6
7007,2,3,1,2,7
9671,4,3,1,2,8
8975,4,3,1,2,8
6616,2,3,3,8,2
6248,0,9,7,11,3
7428,1,3,7,8,1
3075,1,3,4,7,1
2937,3,8,5,9,6
203,1,5,7,9,2
2021,4,6,10,13,4
880,1,2,1,2,8
524,1,2,1,2,8
10837,1,2,0,3,6
7011,3,3,0,4,7
4184,2,3,2,5,4
7679,1,1,1,3,3
7485,3,2,1,4,4
7530,3,2,1,4,4
4369,3,3,5,6,2
10652,3,3,5,6,2
286,4,2,1,5,6
5922,2,4,1,5,7
7250,7,7,2,9,6
2478,1,1,0,4,4
